OnlineRetailer,SalesMonth,Title,Vintage,Variety,Score,ListPrice,Quantity
Arancione,2022-08,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),2008,Red Blend,97,220.0,24
Arancione,2022-08,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),2010,Sangiovese,95,45.0,21
Arancione,2022-08,Il Paradiso di Manfredi 2006 Riserva  (Brunello di Montalcino),2006,Sangiovese,97,152.0,21
Arancione,2022-08,Castelgiocondo 2007  Brunello di Montalcino,2007,Sangiovese Grosso,95,75.0,18
Arancione,2022-08,Tenuta San Guido 2012 Sassicaia  (Bolgheri Sassicaia),2012,Red Blend,99,235.0,24
Arancione,2022-08,Il Palazzone 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,95,170.0,21
Arancione,2022-08,Dal Forno Romano 2004 Vigneto di Monte Lodoletta  (Amarone della Valpolicella),2004,"Corvina, Rondinella, Molinara",95,500.0,22
Arancione,2022-08,Isole e Olena 2012 Cepparello Sangiovese (Toscana),2012,Sangiovese,95,80.0,18
Arancione,2022-08,Tenuta San Guido 2013  Bolgheri Sassicaia,2013,Red Blend,98,235.0,20
Arancione,2022-08,Elvio Cogno 2010 Ravera  (Barolo),2010,Nebbiolo,95,75.0,15
Arancione,2022-08,Conti Costanti 2011  Brunello di Montalcino,2011,Sangiovese,95,74.0,15
Arancione,2022-08,Schiavenza 2013 Prapò  (Barolo),2013,Nebbiolo,96,70.0,22
Arancione,2022-08,Gianni Brunelli 2011  Brunello di Montalcino,2011,Sangiovese,95,56.0,16
Arancione,2022-08,Aurelio Settimo 2010 Rocche dell'Annunziata  (Barolo),2010,Nebbiolo,95,65.0,23
Arancione,2022-08,Gaja 2007 Sorì Tildìn Nebbiolo (Langhe),2007,Nebbiolo,99,440.0,21
Arancione,2022-08,Fuligni 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,96,195.0,15
Arancione,2022-08,Tua Rita 2008 Giusto di Notri Red (Toscana),2008,Red Blend,95,80.0,18
Arancione,2022-08,Cavallotto 2009 Bricco Boschis  (Barolo),2009,Nebbiolo,95,75.0,16
Arancione,2022-08,Giuseppe Rinaldi 2013 Brunate  (Barolo),2013,Nebbiolo,98,300.0,22
Arancione,2022-08,Canalicchio di Sopra 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,96,130.0,23
Arancione,2022-08,Lis Neris 2007 Tal Lùc White (Friuli),2007,White Blend,95,88.0,19
Arancione,2022-08,Brezza 2013 Cannubi  (Barolo),2013,Nebbiolo,98,60.0,17
Arancione,2022-08,Avignonesi 1995 Occhio di Pernice  (Vin Santo di Montepulciano),1995,Prugnolo Gentile,100,210.0,21
Arancione,2022-08,Luigi Oddero & Figli 2008 Vigna Rionda  (Barolo),2008,Nebbiolo,96,131.0,15
Arancione,2022-08,Marchesi Antinori 2009 Tignanello Red (Toscana),2009,Red Blend,95,105.0,20
Arancione,2022-08,Livio Sassetti 2010 Pertimali Riserva  (Brunello di Montalcino),2010,Sangiovese,95,110.0,19
Arancione,2022-08,Gigi Rosso 2009 Arione  (Barolo),2009,Nebbiolo,95,49.0,15
Arancione,2022-08,Ornellaia 2010  Bolgheri Superiore,2010,Red Blend,97,240.0,16
Arancione,2022-08,Cerbaiona 2011  Brunello di Montalcino,2011,Sangiovese,95,119.0,22
Arancione,2022-08,Cavallotto 2007 Vignolo Riserva  (Barolo),2007,Nebbiolo,97,98.0,23
Arancione,2022-08,Casanova di Neri 2007 Cerretalto  (Brunello di Montalcino),2007,Sangiovese Grosso,100,270.0,16
Arancione,2022-08,Giuseppe Cortese 2006 Rabajà Riserva  (Barbaresco),2006,Nebbiolo,95,110.0,18
Arancione,2022-08,Luciano Sandrone 2005 Cannubi Boschis  (Barolo),2005,Nebbiolo,95,165.0,16
Arancione,2022-08,Mauro Veglio 2013 Rocche dell'Annunziata  (Barolo),2013,Nebbiolo,95,75.0,17
Arancione,2022-08,Produttori del Barbaresco 2009 Ovello Riserva  (Barbaresco),2009,Nebbiolo,95,65.0,23
Arancione,2022-08,Marchesi Antinori 2004 Solaia Red (Toscana),2004,Red Blend,96,170.0,24
Arancione,2022-08,Cavallotto 2007 Bricco Boschis Vigna San Giuseppe Riserva  (Barolo),2007,Nebbiolo,95,98.0,21
Arancione,2022-08,Marchesi Antinori 2012 Solaia Red (Toscana),2012,Red Blend,97,325.0,16
Arancione,2022-08,Paolo Scavino 2009 Cannubi  (Barolo),2009,Nebbiolo,96,118.0,15
Arancione,2022-08,Tenimenti Angelini 2007 Val di Suga  (Brunello di Montalcino),2007,Sangiovese Grosso,95,61.0,17
Arancione,2022-08,Tenuta dell'Ornellaia 2005 Masseto Merlot (Toscana),2005,Merlot,95,460.0,19
Arancione,2022-08,Siro Pacenti 2006 Riserva  (Brunello di Montalcino),2006,Sangiovese Grosso,95,120.0,19
Arancione,2022-08,Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli),2006,Picolit,96,90.0,18
Arancione,2022-08,Guastaferro 2008 Primum  (Taurasi),2008,Aglianico,95,119.0,19
Arancione,2022-08,Vietti 2006 Rocche  (Barolo),2006,Nebbiolo,95,130.0,18
Arancione,2022-08,Gaja 2006 Sperss Nebbiolo (Langhe),2006,Nebbiolo,98,255.0,23
Arancione,2022-08,Paolo Scavino 2011 Bric dël Fiasc  (Barolo),2011,Nebbiolo,95,100.0,17
Arancione,2022-08,Milziade Antano 2010 Colleallodole  (Montefalco Sagrantino),2010,Sagrantino,96,80.0,24
Arancione,2022-08,Sandrone 2011 Cannubi Boschis  (Barolo),2011,Nebbiolo,96,165.0,18
Arancione,2022-08,Mastroberardino 2008 Radici Antonio Riserva  (Taurasi),2008,Aglianico,95,80.0,17
Arancione,2022-08,Azelia 2006 San Rocco  (Barolo),2006,Nebbiolo,95,119.0,15
Arancione,2022-08,Tenuta di Biserno 2009 Biserno Red (Toscana),2009,Red Blend,95,180.0,15
Arancione,2022-08,Sandrone 2009 Le Vigne  (Barolo),2009,Nebbiolo,95,90.0,18
Arancione,2022-08,Giuseppe Rinaldi 2013 Tre Tine  (Barolo),2013,Nebbiolo,97,375.0,24
Arancione,2022-08,Sandrone 2013 Aleste  (Barolo),2013,Nebbiolo,97,170.0,19
Arancione,2022-08,Massolino 2010 Vigna Rionda Riserva  (Barolo),2010,Nebbiolo,96,150.0,20
Arancione,2022-08,Aldo Conterno 2013 Bussia Colonnello  (Barolo),2013,Nebbiolo,95,150.0,21
Arancione,2022-08,Poggio di Sotto 2011  Brunello di Montalcino,2011,Sangiovese,95,290.0,16
Arancione,2022-08,Castello del Terriccio 2004 Castello del Terriccio Red (Toscana),2004,Red Blend,95,140.0,21
Arancione,2022-08,Tenuta Sette Ponti 2007 Oreno Red (Toscana),2007,Red Blend,96,100.0,15
Arancione,2022-08,Elvio Cogno 2011 Ravera  (Barolo),2011,Nebbiolo,95,76.0,18
Arancione,2022-08,Ceretto 2005 Bricco Rocche Bricco Rocche  (Barolo),2005,Nebbiolo,95,252.0,17
Arancione,2022-08,Ceretto 2013 Prapò  (Barolo),2013,Nebbiolo,96,130.0,24
Arancione,2022-08,Castello Banfi 2007 Poggio alle Mura Riserva  (Brunello di Montalcino),2007,Sangiovese Grosso,95,119.0,15
Arancione,2022-08,L'Aietta 2012  Brunello di Montalcino,2012,Sangiovese,95,75.0,15
Arancione,2022-08,Aldo Conterno 2013 Bussia Cicala  (Barolo),2013,Nebbiolo,96,150.0,20
Arancione,2022-08,Elvio Cogno 2007 Cascina Nuova  (Barolo),2007,Nebbiolo,95,50.0,23
Arancione,2022-08,Elvio Cogno 2013 Ravera  (Barolo),2013,Nebbiolo,97,82.0,16
Arancione,2022-08,Marchesi Antinori 2004 Tignanello Red (Toscana),2004,Red Blend,95,79.0,24
Arancione,2022-08,Tenuta di Biserno 2011 Lodovico Red (Toscana),2011,Red Blend,95,419.0,24
Arancione,2022-08,Elvio Cogno 2010 Bricco Pernice  (Barolo),2010,Nebbiolo,96,110.0,23
Arancione,2022-08,Giovanni Rosso 2010 Cerretta  (Barolo),2010,Nebbiolo,95,96.0,21
Arancione,2022-08,Tua Rita 2005 Giusto di Notri Red (Toscana),2005,Red Blend,95,100.0,21
Arancione,2022-08,Rizzi 2010 Nervo  (Barbaresco),2010,Nebbiolo,95,55.0,23
Arancione,2022-08,Massolino 2013 Margheria  (Barolo),2013,Nebbiolo,96,97.0,20
Arancione,2022-08,Giacomo Grimaldi 2005 Le Coste  (Barolo),2005,Nebbiolo,95,75.0,17
Arancione,2022-08,Gaja 2008 Conteisa Nebbiolo (Langhe),2008,Nebbiolo,95,240.0,21
Arancione,2022-08,Cantina Fratelli Pardi 2010 Sacrantino  (Montefalco Sagrantino),2010,Sagrantino,95,60.0,18
Arancione,2022-08,Avignonesi 2004 Desiderio Red (Cortona),2004,Red Blend,95,50.0,17
Arancione,2022-08,Tua Rita 2005 Redigaffi Merlot (Toscana),2005,Merlot,95,275.0,22
Arancione,2022-08,Capanna 2011  Brunello di Montalcino,2011,Sangiovese,95,50.0,19
Arancione,2022-08,Cafaggio 2010 Basilica Solatìo Riserva  (Chianti Classico),2010,Sangiovese,95,40.0,21
Arancione,2022-08,Arnaldo Caprai 2010 25 Anni  (Montefalco Sagrantino),2010,Sagrantino,95,100.0,18
Arancione,2022-08,Castello di Ama 2006 L'Apparita Merlot (Toscana),2006,Merlot,96,169.0,20
Arancione,2022-08,Podere Sapaio 2004 Sapaio  (Bolgheri Superiore),2004,Red Blend,95,66.0,18
Arancione,2022-08,Comm. G. B. Burlotto 2013 Acclivi  (Barolo),2013,Nebbiolo,96,60.0,22
Arancione,2022-08,Le Macchiole 2008 Paleo Cabernet Franc (Toscana),2008,Cabernet Franc,95,130.0,20
Arancione,2022-08,Cavallotto 2010 Vignolo Riserva  (Barolo),2010,Nebbiolo,97,150.0,19
Arancione,2022-08,Poderi Aldo Conterno 2010 Bussia  (Barolo),2010,Nebbiolo,95,80.0,18
