OnlineRetailer,SalesMonth,Title,Vintage,Variety,Score,ListPrice,Quantity
Arancione,2022-06,Le Macchiole 2008 Paleo Cabernet Franc (Toscana),2008,Cabernet Franc,95,130.0,18
Arancione,2022-06,Casanova di Neri 2007  Brunello di Montalcino,2007,Sangiovese Grosso,95,50.0,15
Arancione,2022-06,Cantina Fratelli Pardi 2010 Sacrantino  (Montefalco Sagrantino),2010,Sagrantino,95,60.0,10
Arancione,2022-06,Marchesi Antinori 2012 Solaia Red (Toscana),2012,Red Blend,97,325.0,11
Arancione,2022-06,Lazzeretti 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,95,120.0,10
Arancione,2022-06,Col d'Orcia 2006 Poggio al Vento Riserva  (Brunello di Montalcino),2006,Sangiovese,95,150.0,12
Arancione,2022-06,Rizzi 2010 Nervo  (Barbaresco),2010,Nebbiolo,95,55.0,11
Arancione,2022-06,Gaja 2013  Barbaresco,2013,Nebbiolo,96,200.0,19
Arancione,2022-06,Tenuta dell'Ornellaia 2007 Masseto Merlot (Toscana),2007,Merlot,100,460.0,13
Arancione,2022-06,Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli),2006,Picolit,96,90.0,15
Arancione,2022-06,Avignonesi 1997 375ml  (Vin Santo di Montepulciano),1997,White Blend,97,170.0,18
Arancione,2022-06,Terlan 2004 Rarità 2004 Pinot Bianco (Alto Adige),2004,Pinot Bianco,95,165.0,18
Arancione,2022-06,Cavallotto 2013 Bricco Boschis  (Barolo),2013,Nebbiolo,96,90.0,10
Arancione,2022-06,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),2008,Red Blend,97,215.0,12
Arancione,2022-06,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),2010,Sangiovese,95,45.0,13
Arancione,2022-06,Ornellaia 2010  Bolgheri Superiore,2010,Red Blend,97,240.0,11
Arancione,2022-06,Talenti 1997  Brunello di Montalcino,1997,Sangiovese,95,119.0,10
Arancione,2022-06,Proprietà Sperino 2011  Lessona,2011,Nebbiolo,96,72.0,14
Arancione,2022-06,Massolino 2012 Parafada  (Barolo),2012,Nebbiolo,95,96.0,18
Arancione,2022-06,Podere Sapaio 2004 Sapaio  (Bolgheri Superiore),2004,Red Blend,95,66.0,15
Arancione,2022-06,Ciacci Piccolomini d'Aragona 2012  Brunello di Montalcino,2012,Sangiovese,95,70.0,16
Arancione,2022-06,Ceretto 2013 Prapò  (Barolo),2013,Nebbiolo,96,130.0,17
Arancione,2022-06,Massolino 2013 Margheria  (Barolo),2013,Nebbiolo,96,97.0,15
Arancione,2022-06,Rizzi 2009 Boito Riserva  (Barbaresco),2009,Nebbiolo,95,59.0,13
Arancione,2022-06,Cordero di Montezemolo 2006 Bricco Gattera  (Barolo),2006,Nebbiolo,95,119.0,11
Arancione,2022-06,Manzone 2013 Fraschin Bricco San Pietro  (Barolo),2013,Nebbiolo,95,48.0,19
Arancione,2022-06,Punset 2004 Riserva  (Barbaresco),2004,Nebbiolo,95,119.0,16
Arancione,2022-06,Paolo Scavino 2013 Bricco Ambrogio  (Barolo),2013,Nebbiolo,95,61.0,17
Arancione,2022-06,Giuseppe Rinaldi 2011 Brunate  (Barolo),2011,Nebbiolo,95,135.0,11
Arancione,2022-06,Fattoria Le Pupille 2004 Saffredi  (Maremma),2004,Red Blend,95,140.0,19
Arancione,2022-06,Tenuta San Guido 2013  Bolgheri Sassicaia,2013,Red Blend,98,235.0,15
Arancione,2022-06,Gaja 2008 Conteisa Nebbiolo (Langhe),2008,Nebbiolo,95,240.0,18
Arancione,2022-06,Massolino 2013 Serralunga d'Alba  (Barolo),2013,Nebbiolo,95,52.0,18
Arancione,2022-06,San Felice 2013 Il Grigio Gran Selezione  (Chianti Classico),2013,Red Blend,95,55.0,11
Arancione,2022-06,Massolino 2013 Parafada  (Barolo),2013,Nebbiolo,97,97.0,17
Arancione,2022-06,Donnafugata 2008 Ben Ryé  (Passito di Pantelleria),2008,Zibibbo,95,40.0,19
Arancione,2022-06,Mascarello Giuseppe e Figlio 2009 Santo Stefano di Perno  (Barolo),2009,Nebbiolo,96,110.0,14
Arancione,2022-06,Grimaldi Bruna 2013 Badarina  (Barolo),2013,Nebbiolo,97,75.0,10
