OnlineRetailer,SalesMonth,Title,Vintage,Variety,Score,ListPrice,Quantity
Arancione,2022-02,Tenuta Argentiera 2007 Argentiera  (Bolgheri Superiore),2007,Red Blend,95,60.0,13
Arancione,2022-02,Biondi 2014 Contrada Monte San Nicolò  (Etna),2014,Red Blend,95,30.0,6
Arancione,2022-02,Fontodi 2013 Dino Sangiovese (Colli della Toscana Centrale),2013,Sangiovese,95,70.0,12
Arancione,2022-02,Gaja 2006 Conteisa Nebbiolo (Langhe),2006,Nebbiolo,97,215.0,8
Arancione,2022-02,Giuseppe Rinaldi 2013 Brunate  (Barolo),2013,Nebbiolo,98,300.0,13
Arancione,2022-02,Avignonesi 1997 Occhio di Pernice  (Vin Santo di Montepulciano),1997,Prugnolo Gentile,99,237.0,1
Arancione,2022-02,Tenuta dell'Ornellaia 2006 Ornellaia  (Bolgheri Superiore),2006,Red Blend,97,200.0,12
Arancione,2022-02,Elvio Cogno 2013 Ravera  (Barolo),2013,Nebbiolo,97,82.0,8
Arancione,2022-02,Ormanni 2010 Etichetta Storica Gran Selezione  (Chianti Classico),2010,Sangiovese,95,45.0,15
Arancione,2022-02,Ciacci Piccolomini d'Aragona 2012 Vigna di Pianrosso  (Brunello di Montalcino),2012,Sangiovese,95,90.0,8
Arancione,2022-02,Monteraponi 2010 Il Campitello Riserva  (Chianti Classico),2010,Red Blend,95,55.0,15
Arancione,2022-02,Paolo Scavino 2009 Bric dël Fiasc  (Barolo),2009,Nebbiolo,95,118.0,7
Arancione,2022-02,San Felice 2011 Il Grigio Gran Selezione  (Chianti Classico),2011,Red Blend,95,44.0,3
Arancione,2022-02,Bruno Giacosa 2011 Falletto  (Barolo),2011,Nebbiolo,95,250.0,1
Arancione,2022-02,Milziade Antano 2010 Colleallodole  (Montefalco Sagrantino),2010,Sagrantino,96,80.0,16
Arancione,2022-02,Il Marroneto 2012 Madonna delle Grazie  (Brunello di Montalcino),2012,Sangiovese,99,200.0,12
Arancione,2022-02,Cavallotto 2009 Vignolo Riserva  (Barolo),2009,Nebbiolo,95,100.0,0
Arancione,2022-02,Tenuta di Biserno 2011 Lodovico Red (Toscana),2011,Red Blend,95,419.0,5
Arancione,2022-02,Renato Ratti 2013 Marcenasco  (Barolo),2013,Nebbiolo,95,50.0,13
Arancione,2022-02,Travaglini 2010 Riserva  (Gattinara),2010,Nebbiolo,95,60.0,15
Arancione,2022-02,Poggio di Sotto 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,97,450.0,19
Arancione,2022-02,Moccagatta 2007 Basarin  (Barbaresco),2007,Nebbiolo,95,119.0,0
Arancione,2022-02,Donnafugata 2008 Ben Ryé  (Passito di Pantelleria),2008,Zibibbo,95,40.0,7
Arancione,2022-02,Gaja 2013 Costa Russi  (Barbaresco),2013,Nebbiolo,95,450.0,15
Arancione,2022-02,Avignonesi 2004 Desiderio Red (Cortona),2004,Red Blend,95,50.0,7
Arancione,2022-02,Grimaldi Bruna 2013 Badarina  (Barolo),2013,Nebbiolo,97,75.0,17
Arancione,2022-02,Marchesi Antinori 2012 Solaia Red (Toscana),2012,Red Blend,97,325.0,19
Arancione,2022-02,Bruno Giacosa 2012 Asili  (Barbaresco),2012,Nebbiolo,95,200.0,11
Arancione,2022-02,Gaja 2006 Costa Russi Nebbiolo (Langhe),2006,Nebbiolo,95,420.0,11
Arancione,2022-02,Brezza 2013 Sarmassa  (Barolo),2013,Nebbiolo,96,70.0,19
Arancione,2022-02,Comm. G. B. Burlotto 2012 Acclivi  (Barolo),2012,Nebbiolo,95,55.0,1
Arancione,2022-02,Poggio di Sotto 2011  Brunello di Montalcino,2011,Sangiovese,95,290.0,5
Arancione,2022-02,Poggio Antico 2007 Madre Red (Toscana),2007,Red Blend,95,119.0,17
Arancione,2022-02,Giacomo Conterno 2011 Francia  (Barolo),2011,Nebbiolo,95,225.0,15
Arancione,2022-02,Canalicchio di Sopra 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,96,130.0,2
Arancione,2022-02,Le Macchiole 2008 Paleo Cabernet Franc (Toscana),2008,Cabernet Franc,95,130.0,13
Arancione,2022-02,Schiavenza 2013 Prapò  (Barolo),2013,Nebbiolo,96,70.0,1
Arancione,2022-02,Paolo Scavino 2013 Bricco Ambrogio  (Barolo),2013,Nebbiolo,95,61.0,13
Arancione,2022-02,Giacomo Fenocchio 2013 Bussia  (Barolo),2013,Nebbiolo,97,55.0,9
Arancione,2022-02,Benanti 2010 Pietramarina Bianco Superiore  (Etna),2010,Carricante,95,45.0,6
Arancione,2022-02,Il Colle 2011  Brunello di Montalcino,2011,Sangiovese,96,45.0,8
Arancione,2022-02,Col d'Orcia 2006 Poggio al Vento Riserva  (Brunello di Montalcino),2006,Sangiovese,95,150.0,5
Arancione,2022-02,Castello di Verduno 2011 Massara  (Barolo),2011,Nebbiolo,95,85.0,12
Arancione,2022-02,Lazzeretti 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,95,120.0,1
Arancione,2022-02,Brovia 2013 Villero  (Barolo),2013,Nebbiolo,96,96.0,14
Arancione,2022-02,Livio Sassetti 2010 Pertimali Riserva  (Brunello di Montalcino),2010,Sangiovese,95,110.0,17
