OnlineRetailer,SalesMonth,Title,Vintage,Variety,Score,ListPrice,Quantity
Arancione,2022-03,Fontodi 2013 Dino Sangiovese (Colli della Toscana Centrale),2013,Sangiovese,95,70.0,11
Arancione,2022-03,Petra 1998 Riserva Cabernet Sauvignon-Merlot (Toscana),1998,Cabernet Sauvignon-Merlot,95,50.0,10
Arancione,2022-03,Biondi 2014 Outis Rosso  (Etna),2014,Red Blend,95,40.0,13
Arancione,2022-03,Le Chiuse 2004 Riserva  (Brunello di Montalcino),2004,Sangiovese Grosso,95,120.0,5
Arancione,2022-03,Giuseppe Rinaldi 2013 Tre Tine  (Barolo),2013,Nebbiolo,97,375.0,3
Arancione,2022-03,Tenuta dell'Ornellaia 2004 Ornellaia  (Bolgheri Superiore),2004,Red Blend,98,175.0,5
Arancione,2022-03,Marchesi Antinori 2012 Solaia Red (Toscana),2012,Red Blend,97,325.0,14
Arancione,2022-03,Passopisciaro 2012 Contrada R Nerello Mascalese (Terre Siciliane),2012,Nerello Mascalese,95,60.0,0
Arancione,2022-03,Lazzeretti 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,95,120.0,18
Arancione,2022-03,Arnaldo Caprai 2007 25 Anni  (Sagrantino di Montefalco),2007,Sagrantino,95,100.0,9
Arancione,2022-03,Avignonesi 2004 Desiderio Red (Cortona),2004,Red Blend,95,50.0,13
Arancione,2022-03,Conti Costanti 2012  Brunello di Montalcino,2012,Sangiovese,98,95.0,2
Arancione,2022-03,Fattoria Petrolo 2004 Galatrona Merlot (Toscana),2004,Merlot,97,100.0,4
Arancione,2022-03,Elvio Cogno 2013 Ravera  (Barolo),2013,Nebbiolo,97,82.0,16
Arancione,2022-03,Il Colle 2011  Brunello di Montalcino,2011,Sangiovese,96,45.0,1
Arancione,2022-03,Lisini 2011  Brunello di Montalcino,2011,Sangiovese,95,80.0,4
Arancione,2022-03,Vallana 2006  Gattinara,2006,Nebbiolo,95,32.0,2
Arancione,2022-03,Cavallotto 2013 Bricco Boschis  (Barolo),2013,Nebbiolo,96,90.0,18
Arancione,2022-03,Mastroberardino 2006 Radici Riserva  (Taurasi),2006,Aglianico,95,75.0,7
Arancione,2022-03,Luciano Sandrone 2007 Cannubi Boschis  (Barolo),2007,Nebbiolo,96,165.0,15
Arancione,2022-03,Cavallotto 2009 Vignolo Riserva  (Barolo),2009,Nebbiolo,95,100.0,3
Arancione,2022-03,Albino Rocca 2014 Ronchi  (Barbaresco),2014,Nebbiolo,96,55.0,15
Arancione,2022-03,Marchesi Antinori 2012 Tignanello Red (Toscana),2012,Red Blend,95,105.0,0
Arancione,2022-03,Castello di Verduno 2011 Massara  (Barolo),2011,Nebbiolo,95,85.0,11
Arancione,2022-03,Marchesi Antinori 2004 Solaia Red (Toscana),2004,Red Blend,96,170.0,14
Arancione,2022-03,Zenato 2006 Sergio Zenato Riserva  (Amarone della Valpolicella Classico),2006,"Corvina, Rondinella, Molinara",95,125.0,5
Arancione,2022-03,Cerbaiona 2011  Brunello di Montalcino,2011,Sangiovese,95,119.0,4
Arancione,2022-03,Bruno Giacosa 2011 Albesani Vigna Santo Stefano  (Barbaresco),2011,Nebbiolo,95,200.0,6
Arancione,2022-03,Ridolfi 2012 Mercatale  (Brunello di Montalcino),2012,Sangiovese,95,120.0,16
Arancione,2022-03,Proprietà Sperino 2011  Lessona,2011,Nebbiolo,96,72.0,13
Arancione,2022-03,Gaja 2007 Sorì San Lorenzo Nebbiolo (Langhe),2007,Nebbiolo,99,440.0,12
Arancione,2022-03,Eugenio Bocchino 2006 La Serra  (Barolo),2006,Nebbiolo,95,100.0,5
Arancione,2022-03,Massolino 2006 Parafada  (Barolo),2006,Nebbiolo,95,94.0,4
Arancione,2022-03,Elvio Cogno 2007 Cascina Nuova  (Barolo),2007,Nebbiolo,95,50.0,7
Arancione,2022-03,Podere Sapaio 2004 Sapaio  (Bolgheri Superiore),2004,Red Blend,95,66.0,11
Arancione,2022-03,Attilio Ghisolfi 2011 Bussia Bricco Visette  (Barolo),2011,Nebbiolo,96,79.0,19
Arancione,2022-03,Cafaggio 2010 Basilica Solatìo Riserva  (Chianti Classico),2010,Sangiovese,95,40.0,14
Arancione,2022-03,Castello Banfi 2006 Poggio all'Oro Riserva  (Brunello di Montalcino),2006,Sangiovese Grosso,95,150.0,8
Arancione,2022-03,Gaja 2006 Costa Russi Nebbiolo (Langhe),2006,Nebbiolo,95,420.0,15
Arancione,2022-03,Massolino 2011 Vigna Rionda Riserva  (Barolo),2011,Nebbiolo,98,151.0,2
Arancione,2022-03,Livio Felluga 2004 Picolit Picolit (Colli Orientali del Friuli),2004,Picolit,95,100.0,16
Arancione,2022-03,Le Macchiole 2007 Messorio Merlot (Toscana),2007,Merlot,99,320.0,15
Arancione,2022-03,Albino Rocca 2014 Angelo  (Barbaresco),2014,Nebbiolo,96,98.0,1
Arancione,2022-03,Rizzi 2014 Nervo  (Barbaresco),2014,Nebbiolo,95,59.0,2
Arancione,2022-03,Cantina Bartolo Mascarello 2005  Barolo,2005,Nebbiolo,95,119.0,17
Arancione,2022-03,Il Paradiso di Manfredi 2007 Riserva  (Brunello di Montalcino),2007,Sangiovese,95,144.0,12
Arancione,2022-03,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),2008,Red Blend,98,102.0,4
Arancione,2022-03,Livio Sassetti 2010 Pertimali Riserva  (Brunello di Montalcino),2010,Sangiovese,95,110.0,2
Arancione,2022-03,Mauro Molino 2005 Vigna Conca  (Barolo),2005,Nebbiolo,95,119.0,14
Arancione,2022-03,Biondi 2014 Contrada Monte San Nicolò  (Etna),2014,Red Blend,95,30.0,7
Arancione,2022-03,Il Marroneto 2011 Madonna delle Grazie  (Brunello di Montalcino),2011,Sangiovese,95,150.0,12
Arancione,2022-03,Rivetto 2010 Briccolina Riserva  (Barolo),2010,Nebbiolo,96,210.0,5
Arancione,2022-03,Amantis 2007 Riserva  (Montecucco),2007,Sangiovese,95,75.0,13
Arancione,2022-03,Aldo Conterno 2013 Bussia Cicala  (Barolo),2013,Nebbiolo,96,150.0,18
Arancione,2022-03,L'Aietta 2012  Brunello di Montalcino,2012,Sangiovese,95,75.0,4
Arancione,2022-03,Mauro Veglio 2013 Rocche dell'Annunziata  (Barolo),2013,Nebbiolo,95,75.0,1
Arancione,2022-03,Rizzi 2009 Boito Riserva  (Barbaresco),2009,Nebbiolo,95,59.0,0
Arancione,2022-03,Verbena 2006 Riserva  (Brunello di Montalcino),2006,Sangiovese Grosso,95,75.0,14
Arancione,2022-03,Falesco 2007 Passirò White (Lazio),2007,White Blend,95,119.0,19
Arancione,2022-03,Sesta di Sopra 2006  Brunello di Montalcino,2006,Sangiovese Grosso,95,60.0,17
Arancione,2022-03,Pieropan 2011 La Rocca  (Soave Classico),2011,Garganega,95,31.0,18
Arancione,2022-03,Sandrone 2009 Le Vigne  (Barolo),2009,Nebbiolo,95,90.0,2
Arancione,2022-03,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),2008,Red Blend,96,75.0,5
Arancione,2022-03,Tenuta Sette Ponti 2007 Oreno Red (Toscana),2007,Red Blend,96,100.0,14
Arancione,2022-03,Giuseppe Rinaldi 2012 Brunate  (Barolo),2012,Nebbiolo,96,146.0,2
Arancione,2022-03,Paolo Scavino 2013 Cannubi  (Barolo),2013,Nebbiolo,95,90.0,7
Arancione,2022-03,Le Chiuse 2012  Brunello di Montalcino,2012,Sangiovese,96,65.0,9
Arancione,2022-03,Gaja 2008 Conteisa Nebbiolo (Langhe),2008,Nebbiolo,95,240.0,1
Arancione,2022-03,Giuseppe Rinaldi 2011 Tre Tine  (Barolo),2011,Nebbiolo,95,125.0,12
Arancione,2022-03,Sordo 2010 Monvigliero  (Barolo),2010,Nebbiolo,95,65.0,15
Arancione,2022-03,Sordo 2010 Gabutti  (Barolo),2010,Nebbiolo,95,55.0,5
Arancione,2022-03,Ciacci Piccolomini d'Aragona 2012  Brunello di Montalcino,2012,Sangiovese,95,70.0,12
Arancione,2022-03,Marchesi di Barolo 2007 Cannubi  (Barolo),2007,Nebbiolo,95,135.0,11
Arancione,2022-03,Elvio Cogno 2010 Ravera  (Barolo),2010,Nebbiolo,95,75.0,9
Arancione,2022-03,Tenuta San Guido 2013  Bolgheri Sassicaia,2013,Red Blend,98,235.0,8
Arancione,2022-03,Isole e Olena 2012 Cepparello Sangiovese (Toscana),2012,Sangiovese,95,80.0,18
Arancione,2022-03,Fattoria Petrolo 2006 Galatrona Merlot (Toscana),2006,Merlot,95,120.0,0
Arancione,2022-03,Moccagatta 2007 Basarin  (Barbaresco),2007,Nebbiolo,95,119.0,8
Arancione,2022-03,Azelia 2006 San Rocco  (Barolo),2006,Nebbiolo,95,119.0,5
Arancione,2022-03,Mastroberardino 2008 Radici Antonio Riserva  (Taurasi),2008,Aglianico,95,80.0,6
Arancione,2022-03,Luciano Sandrone 2005 Cannubi Boschis  (Barolo),2005,Nebbiolo,95,165.0,1
Arancione,2022-03,Gaja 2010  Barbaresco,2010,Nebbiolo,95,255.0,3
Arancione,2022-03,Donnafugata 2008 Ben Ryé  (Passito di Pantelleria),2008,Zibibbo,95,40.0,8
Arancione,2022-03,Talenti 1997  Brunello di Montalcino,1997,Sangiovese,95,119.0,1
Arancione,2022-03,Mascarello Giuseppe e Figlio 2012 Perno  (Barolo),2012,Nebbiolo,95,113.0,9
Arancione,2022-03,Produttori del Barbaresco 2009 Ovello Riserva  (Barbaresco),2009,Nebbiolo,95,65.0,9
Arancione,2022-03,Marchesi Antinori 2010 Solaia Red (Toscana),2010,Red Blend,97,325.0,7
Arancione,2022-03,Antinori 1999 Guado Al Tasso  (Bolgheri),1999,Red Blend,95,80.0,17
Arancione,2022-03,Monteverro 2008 Red (Toscana),2008,Red Blend,95,175.0,4
Arancione,2022-03,Benanti 2009  Etna,2009,Nerello Mascalese,95,50.0,19
Arancione,2022-03,Massolino 2010 Vigna Rionda Riserva  (Barolo),2010,Nebbiolo,96,150.0,7
Arancione,2022-03,Monteraponi 2011 Baron' Ugo Riserva  (Chianti Classico),2011,Red Blend,95,82.0,17
Arancione,2022-03,Giovanni Rosso 2010 Cerretta  (Barolo),2010,Nebbiolo,95,96.0,4
Arancione,2022-03,Gaja 2013 Costa Russi  (Barbaresco),2013,Nebbiolo,95,450.0,12
Arancione,2022-03,Tenuta Argentiera 2007 Argentiera  (Bolgheri Superiore),2007,Red Blend,95,60.0,9
Arancione,2022-03,Milziade Antano 2010 Colleallodole  (Montefalco Sagrantino),2010,Sagrantino,96,80.0,0
Arancione,2022-03,Mascarello Giuseppe e Figlio 2012 Monprivato  (Barolo),2012,Nebbiolo,95,163.0,16
Arancione,2022-03,Gaja 2013  Barbaresco,2013,Nebbiolo,96,200.0,14
