ProductId;Country;Score;DealerPrice;Markup;ListPrice;Province;Region_1;Region_2;Title;Vintage;Variety;Winery;Year
105;Italy;87;9;1.5;14.0;Tuscany;Toscana;;Marchesi Antinori 2015 Villa Antinori White (Toscana);2015;White Blend;Marchesi Antinori;2015
106;Italy;87;20;1.5;30.0;Tuscany;Toscana;;Marchesi de' Frescobaldi 2014 Castiglioni Red (Toscana);2014;Red Blend;Marchesi de' Frescobaldi;2014
107;Italy;87;12;1.5;18.0;Tuscany;Toscana;;Marchesi de' Frescobaldi 2015 Ammiraglia Massovivo Vermentino (Toscana);2015;Vermentino;Marchesi de' Frescobaldi;2015
109;Italy;87;20;1.5;30.0;Tuscany;Toscana;;Ornellaia 2014 Le Volte Red (Toscana);2014;Red Blend;Ornellaia;2014
112;Italy;87;10;1.5;15.0;Tuscany;Toscana;;Podere Ciona 2014 Semifonte Red (Toscana);2014;Red Blend;Podere Ciona;2014
113;Italy;87;12;1.5;19.0;Tuscany;Toscana;;Poggioventoso 2015 Poetico White (Toscana);2015;White Blend;Poggioventoso;2015
118;Italy;87;53;1.5;80.0;Tuscany;Toscana;;Tenuta Forconi 2013 Toscano Red (Toscana);2013;Red Blend;Tenuta Forconi;2013
175;Italy;88;16;1.5;25.0;Northeastern Italy;Alto Adige;;Tenuta Peter Sölva & Söhne 2007 De Silva Sauvignon (Alto Adige);2007;Sauvignon;Tenuta Peter Sölva & Söhne;2007
177;Italy;88;14;1.5;22.0;Tuscany;Chianti Classico;;Isole e Olena 2005  Chianti Classico;2005;Sangiovese;Isole e Olena;2005
182;Italy;88;6;1.5;10.0;Tuscany;Brunello di Montalcino;;Abbadia Ardenga 2003 M. Vigna  (Brunello di Montalcino);2003;Sangiovese Grosso;Abbadia Ardenga;2003
187;Italy;88;32;1.5;48.0;Sicily & Sardinia;Sicilia;;Abbazia Santa Anastasia 2003 Montenero Red (Sicilia);2003;Red Blend;Abbazia Santa Anastasia;2003
190;Italy;87;17;1.5;26.0;Southern Italy;Campania;;Fattoria Alois 2007 Campole Red (Campania);2007;Red Blend;Fattoria Alois;2007
192;Italy;87;13;1.5;20.0;Veneto;Rosso del Veronese;;Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese);2003;Red Blend;Aldegheri;2003
194;Italy;87;6;1.5;10.0;Tuscany;Chianti Classico;;Campomaggio 2005  Chianti Classico;2005;Sangiovese;Campomaggio;2005
195;Italy;87;23;1.5;35.0;Tuscany;Vino Nobile di Montepulciano;;Carpineto 2003 Riserva  (Vino Nobile di Montepulciano);2003;Prugnolo Gentile;Carpineto;2003
196;Italy;87;12;1.5;18.0;Tuscany;Vernaccia di San Gimignano;;Cesani 2007 Pancole  (Vernaccia di San Gimignano);2007;Vernaccia;Cesani;2007
234;Italy;85;7;1.4;10.0;Central Italy;Montepulciano d'Abruzzo;;Talamonti 2007 Cerasuolo Rosè  (Montepulciano d'Abruzzo);2007;Montepulciano;Talamonti;2007
237;Italy;85;12;1.4;18.0;Central Italy;San Marino;;Consorzio Vini Tipici di San Marino NV Moscato (San Marino);;Moscato;Consorzio Vini Tipici di San Marino;
267;Italy;89;27;1.45;40.0;Central Italy;Torgiano;;Lungarotti 2007 Torre di Giano Vigna il Pino White (Torgiano);2007;White Blend;Lungarotti;2007
268;Italy;89;24;1.45;36.0;Veneto;Veneto;;Marchesi Fumanelli 2005 Terso White (Veneto);2005;White Blend;Marchesi Fumanelli;2005
270;Italy;89;17;1.45;25.0;Northeastern Italy;Colli Orientali del Friuli;;Livio Felluga 2009 Friulano (Colli Orientali del Friuli);2009;Friulano;Livio Felluga;2009
272;Italy;89;17;1.45;26.0;Northeastern Italy;Alto Adige;;Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige);2010;Pinot Bianco;Nals Margreid;2010
274;Italy;89;8;1.45;13.0;Piedmont;Monferrato;;Pico Maccario 2010 Estrosa White (Monferrato);2010;White Blend;Pico Maccario;2010
279;Italy;89;35;1.45;52.0;Northeastern Italy;Alto Adige;;Franz Haas 2009 Sauvignon (Alto Adige);2009;Sauvignon;Franz Haas;2009
299;Italy;87;6;1.5;10.0;Piedmont;Langhe;;Attilio Ghisolfi 2007 Pinay Red (Langhe);2007;Red Blend;Attilio Ghisolfi;2007
302;Italy;87;6;1.5;10.0;Piedmont;Roero;;Cantina del Nebbiolo 2008  Roero;2008;Nebbiolo;Cantina del Nebbiolo;2008
303;Italy;87;37;1.5;56.0;Piedmont;Barolo;;Cascina Adelaide 2005 4 Vigne  (Barolo);2005;Nebbiolo;Cascina Adelaide;2005
304;Italy;87;6;1.5;10.0;Piedmont;Barbera d'Asti Superiore Nizza;;Cascina La Ghersa 2004 Vignassa  (Barbera d'Asti Superiore Nizza);2004;Barbera;Cascina La Ghersa;2004
309;Italy;87;13;1.5;20.0;Piedmont;Langhe;;Socré 2006 Nebbiolo (Langhe);2006;Nebbiolo;Socré;2006
310;Italy;87;12;1.5;18.0;Piedmont;Langhe;;Boffa 2006 Nebbiolo (Langhe);2006;Nebbiolo;Boffa;2006
313;Italy;87;6;1.5;10.0;Piedmont;Roero;;Rabino 2008  Roero;2008;Nebbiolo;Rabino;2008
315;Italy;86;10;1.5;15.0;Veneto;Prosecco di Valdobbiadene;;Bellussi NV Extra Dry  (Prosecco di Valdobbiadene);;Prosecco;Bellussi;
319;Italy;86;13;1.5;20.0;Veneto;Veneto;;Paladin 2007 Millesimato Brut Prosecco (Veneto);2007;Prosecco;Paladin;2007
320;Italy;86;14;1.5;22.0;Veneto;Prosecco di Valdobbiadene;;Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene);2008;Prosecco;Perlage;2008
321;Italy;86;10;1.5;16.0;Veneto;Prosecco di Valdobbiadene;;Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene);2007;Prosecco;Sant Eurosia;2007
322;Italy;86;12;1.5;18.0;Veneto;Prosecco di Valdobbiadene;;Sant Eurosia 2007 Millesimato Dry  (Prosecco di Valdobbiadene);2007;Prosecco;Sant Eurosia;2007
324;Italy;86;8;1.5;12.0;Veneto;Prosecco di Conegliano;;L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano);2007;Prosecco;L'Antica Quercia;2007
326;Italy;86;10;1.5;15.0;Veneto;Prosecco di Valdobbiadene;;Marsuret NV Extra Dry  (Prosecco di Valdobbiadene);;Prosecco;Marsuret;
332;Italy;86;12;1.5;19.0;Veneto;Prosecco di Conegliano;;Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano);;Prosecco;Sommariva;
333;Italy;86;12;1.5;18.0;Veneto;Prosecco di Valdobbiadene;;Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene);;Prosecco;Spagnol;
335;Italy;86;10;1.5;15.0;Veneto;Prosecco di Conegliano;;L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano);2007;Prosecco;L'Antica Quercia;2007
366;Italy;88;14;1.5;21.0;Northeastern Italy;Alto Adige;;Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige);2000;Pinot Bianco;Cantina Terlano;2000
368;Italy;88;7;1.5;11.0;Veneto;Bianco di Custoza;;Montresor 2001  Bianco di Custoza;2001;Garganega;Montresor;2001
369;Italy;88;14;1.5;21.0;Northeastern Italy;Friuli;;Ronco del Gelso 1999 Chardonnay (Friuli);1999;Chardonnay;Ronco del Gelso;1999
371;Italy;88;15;1.5;23.0;Northeastern Italy;Alto Adige;;Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige);2002;Sauvignon Blanc;Elena Walch;2002
372;Italy;88;6;1.5;10.0;Veneto;Soave;;Gini 2002 Classico  (Soave);2002;White Blend;Gini;2002
373;Italy;88;10;1.5;15.0;Northeastern Italy;Collio;;Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio);2002;Sauvignon Blanc;Borgo Conventi;2002
375;Italy;88;26;1.5;40.0;Tuscany;Toscana;;Valiano 1997 Vino in Musica Sangiovese (Toscana);1997;Sangiovese;Valiano;1997
376;Italy;88;12;1.5;18.0;Northeastern Italy;Colli Orientali del Friuli;;Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli);2002;Pinot Grigio;Volpe Pasini;2002
379;Italy;88;10;1.5;15.0;Northeastern Italy;Trentino;;La Vis 2001 Bianco dei Sorni White (Trentino);2001;White Blend;La Vis;2001
381;Italy;;;;;;;;;;;;
383;Italy;88;6;1.5;9.0;Veneto;Valdadige;;Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige);2001;Chardonnay;Tommasi;2001
384;Italy;88;20;1.5;30.0;Northeastern Italy;Alto Adige;;San Michele Eppan 2002 Sanct Valentin Gewürztraminer (Alto Adige);2002;Gewürztraminer;San Michele Eppan;2002
389;Italy;88;10;1.5;15.0;Northeastern Italy;Alto Adige;;Cantina Terlano 2002 Terlano Classico White (Alto Adige);2002;White Blend;Cantina Terlano;2002
395;Italy;87;6;1.5;10.0;Northeastern Italy;Collio;;Conti Formentini 2001 Rylint White (Collio);2001;White Blend;Conti Formentini;2001
399;Italy;85;17;1.4;24.0;Veneto;Prosecco di Valdobbiadene;;Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene);2008;Prosecco;Astoria;2008
400;Italy;85;9;1.4;13.0;Italy Other;Italy;;Cantine Maschio NV Brut Prosecco (Italy);;Prosecco;Cantine Maschio;
401;Italy;85;13;1.4;19.0;Veneto;Prosecco di Valdobbiadene;;Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene);2008;Prosecco;Val d'Oca;2008
405;Italy;85;13;1.4;19.0;Veneto;Prosecco del Veneto;;Viticoltori Ponte NV Extra Dry  (Prosecco del Veneto);;Prosecco;Viticoltori Ponte;
408;Italy;85;10;1.4;15.0;Veneto;Prosecco di Conegliano e Valdobbiadene;;Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene);2008;Prosecco;Le Vigne di Alice;2008
412;Italy;85;14;1.4;20.0;Veneto;Prosecco di Valdobbiadene;;Perlage 2008 Canah Brut  (Prosecco di Valdobbiadene);2008;Prosecco;Perlage;2008
413;Italy;85;9;1.4;13.0;Veneto;Prosecco del Veneto;;Pizzolato 2007  Prosecco del Veneto;2007;Prosecco;Pizzolato;2007
414;Italy;85;11;1.4;16.0;Veneto;Prosecco del Veneto;;Pizzolato NV Stefany Extra Dry  (Prosecco del Veneto);;Prosecco;Pizzolato;
416;Italy;85;10;1.4;14.0;Veneto;Prosecco del Veneto;;Ca'Tullio NV Extra Dry  (Prosecco del Veneto);;Prosecco;Ca'Tullio;
417;Italy;85;7;1.4;10.0;Veneto;Prosecco del Veneto;;Pizzolato NV  Prosecco del Veneto;;Prosecco;Pizzolato;
434;Italy;89;61;1.45;89.0;Piedmont;Barolo;;Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo);2012;Nebbiolo;Revello Fratelli;2012
436;Italy;89;10;1.45;15.0;Piedmont;Gavi;;Tenuta La Marchesa 2015 Gold Label  (Gavi);2015;Cortese;Tenuta La Marchesa;2015
445;Italy;88;18;1.5;28.0;Sicily & Sardinia;Etna;;Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna);2015;Nerello Mascalese;Fattorie Romeo del Castello;2015
479;Italy;87;10;1.5;15.0;Sicily & Sardinia;Cannonau di Sardegna;;Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna);2006;Cannonau;Santa Maria La Palma;2006
481;Italy;87;12;1.5;18.0;Sicily & Sardinia;Isola dei Nuraghi;;Argiolas 2008 Costera Cannonau (Isola dei Nuraghi);2008;Cannonau;Argiolas;2008
487;Italy;87;10;1.5;15.0;Northeastern Italy;Colli Orientali del Friuli;;Marco Cecchini 2010 Tovè White (Colli Orientali del Friuli);2010;White Blend;Marco Cecchini;2010
488;Italy;87;12;1.5;18.0;Northeastern Italy;Friuli Grave;;Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave);2010;Pinot Grigio;Vigneti Le Monde;2010
489;Italy;87;8;1.5;13.0;Northeastern Italy;Friuli Grave;;Vigneti Le Monde 2010 Sauvignon (Friuli Grave);2010;Sauvignon;Vigneti Le Monde;2010
506;Italy;87;8;1.5;12.0;Northeastern Italy;Venezia Giulia;;Altùris 2011 White (Venezia Giulia);2011;White Blend;Altùris;2011
572;Italy;89;10;1.45;15.0;Piedmont;Dolcetto d'Alba;;Brezza 2015  Dolcetto d'Alba;2015;Dolcetto;Brezza;2015
600;Italy;87;12;1.5;19.0;Piedmont;Gavi;;Michele Chiarlo 2011 Le Marne  (Gavi);2011;Cortese;Michele Chiarlo;2011
614;Italy;87;12;1.5;19.0;Veneto;Soave Classico;;Suavia 2011  Soave Classico;2011;Garganega;Suavia;2011
617;Italy;87;16;1.5;25.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore);2012;Glera;Bacio della Luna;2012
619;Italy;87;10;1.5;16.0;Piedmont;Piedmont;;Borgo Maragliano NV Brut Chardonnay (Piedmont);;Chardonnay;Borgo Maragliano;
620;Italy;87;13;1.5;20.0;Veneto;Conegliano Valdobbiadene Prosecco Superiore;;Bortolotti NV Dry  (Conegliano Valdobbiadene Prosecco Superiore);;Glera;Bortolotti;
625;Italy;87;10;1.5;15.0;Veneto;Soave;;Corte Falco 2010  Soave;2010;Garganega;Corte Falco;2010
626;Italy;87;15;1.5;23.0;Veneto;Gambellara Classico;;Domenico Cavazza 2008 Memorio Creari  (Gambellara Classico);2008;Garganega;Domenico Cavazza;2008
627;Italy;87;12;1.5;19.0;Piedmont;Monferrato;;Cascina La Ghersa 2009 Sivoy White (Monferrato);2009;White Blend;Cascina La Ghersa;2009
725;Italy;85;57;1.4;80.0;Piedmont;Barolo;;Paolo Manzone 2012 Meriame  (Barolo);2012;Nebbiolo;Paolo Manzone;2012
739;Italy;85;72;1.4;102.0;Piedmont;Barolo;;Marchesi di Barolo 2009 Riserva  (Barolo);2009;Nebbiolo;Marchesi di Barolo;2009
744;Italy;85;34;1.4;48.0;Piedmont;Barbaresco;;Punset 2011 Campo Quadro Riserva  (Barbaresco);2011;Nebbiolo;Punset;2011
769;Italy;87;20;1.5;30.0;Southern Italy;Aglianico del Vulture;;Paternoster 2007 Synthesi  (Aglianico del Vulture);2007;Aglianico;Paternoster;2007
814;Italy;86;6;1.5;10.0;Tuscany;Rosso di Montalcino;;Valdicava 2012  Rosso di Montalcino;2012;Sangiovese;Valdicava;2012
822;Italy;86;13;1.5;20.0;Tuscany;Rosso di Montalcino;;Ridolfi 2012  Rosso di Montalcino;2012;Sangiovese;Ridolfi;2012
825;Italy;86;46;1.5;70.0;Tuscany;Brunello di Montalcino;;Tenuta Poggio il Castellare 2009  Brunello di Montalcino;2009;Sangiovese;Tenuta Poggio il Castellare;2009
826;Italy;86;18;1.5;28.0;Tuscany;Rosso di Montalcino;;Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino);2012;Sangiovese;Tenuta San Giorgio;2012
833;Italy;86;20;1.5;30.0;Piedmont;Nebbiolo d'Alba;;Dosio 2012  Nebbiolo d'Alba;2012;Nebbiolo;Dosio;2012
904;Italy;87;33;1.5;50.0;Piedmont;Barbaresco;;Boffa 2013 Pajè  (Barbaresco);2013;Nebbiolo;Boffa;2013
908;Italy;87;26;1.5;39.0;Piedmont;Barbaresco;;Cascina Bruciata 2013  Barbaresco;2013;Nebbiolo;Cascina Bruciata;2013
909;Italy;87;23;1.5;35.0;Piedmont;Barbaresco;;Castello di Neive 2013  Barbaresco;2013;Nebbiolo;Castello di Neive;2013
917;Italy;87;33;1.5;50.0;Piedmont;Barolo;;Deltetto 2012 Bussia  (Barolo);2012;Nebbiolo;Deltetto;2012
918;Italy;87;33;1.5;50.0;Piedmont;Barolo;;Diego Conterno 2012 Ginestra  (Barolo);2012;Nebbiolo;Diego Conterno;2012
928;Italy;87;40;1.5;60.0;Piedmont;Barbaresco;;Battaglio 2013  Barbaresco;2013;Nebbiolo;Battaglio;2013
931;Italy;87;23;1.5;35.0;Piedmont;Barolo;;Borgogno F.lli Serio e Battista 2012  Barolo;2012;Nebbiolo;Borgogno F.lli Serio e Battista;2012
949;Italy;87;15;1.5;23.0;Piedmont;Coste della Sesia;;Travaglini 2014 Nebbiolo (Coste della Sesia);2014;Nebbiolo;Travaglini;2014
955;Italy;87;33;1.5;50.0;Piedmont;Barolo;;Bersano 2012 Nirvasco  (Barolo);2012;Nebbiolo;Bersano;2012
956;Italy;87;20;1.5;30.0;Southern Italy;Greco di Tufo;;Cantine di Marzo NV Anni Venti Metodo Classico  (Greco di Tufo);;Greco;Cantine di Marzo;
964;Italy;85;12;1.4;17.0;Lombardy;Lugana;;Fabiano 2006 Argillaia  (Lugana);2006;Trebbiano;Fabiano;2006
965;Italy;85;34;1.4;48.0;Southern Italy;Primitivo di Manduria;;Vinosia 2006 Vecchie Vigne  (Primitivo di Manduria);2006;Primitivo;Vinosia;2006
968;Italy;85;7;1.4;10.0;Veneto;Bardolino Classico;;Tommasi 2006 Chiaretto  (Bardolino Classico);2006;Rosé;Tommasi;2006
975;Italy;85;8;1.4;12.0;Sicily & Sardinia;Sicilia;;Feudo Montoni 2008 P Pinot Noir (Sicilia);2008;Pinot Noir;Feudo Montoni;2008
980;Italy;85;29;1.4;41.0;Veneto;Amarone della Valpolicella Classico;;Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico);2003;Corvina, Rondinella, Molinara;Montresor;2003
982;Italy;85;11;1.4;16.0;Veneto;Piave;;Bellenda 2005 Col di Luna Cabernet Sauvignon (Piave);2005;Cabernet Sauvignon;Bellenda;2005
995;Italy;88;17;1.5;26.0;Sicily & Sardinia;Sicilia;;Benanti 2006 Edèlmio White (Sicilia);2006;White Blend;Benanti;2006
996;Italy;88;9;1.5;14.0;Sicily & Sardinia;Sicilia;;Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia);2006;Syrah;Caruso & Minini;2006
1001;Italy;88;27;1.5;41.0;Sicily & Sardinia;Etna;;Benanti 2005 Il Monovitigno  (Etna);2005;Nerello Mascalese;Benanti;2005
1012;Italy;88;6;1.5;10.0;Sicily & Sardinia;Etna;;Antichi Vinai 1877 2013 Pietralava Red (Etna);1877;Red Blend;Antichi Vinai 1877;1877
1013;Italy;88;30;1.5;45.0;Sicily & Sardinia;Sicilia;;Baglio di Pianetto 2007 Cembali Nero d'Avola (Sicilia);2007;Nero d'Avola;Baglio di Pianetto;2007
1016;Italy;88;14;1.5;22.0;Sicily & Sardinia;Sicilia;;Casa di Grazia 2011 Gradiva Collectio Nero d'Avola (Sicilia);2011;Nero d'Avola;Casa di Grazia;2011
1017;Italy;88;14;1.5;22.0;Sicily & Sardinia;Sicilia;;Casa di Grazia 2013 Zahara Grillo (Sicilia);2013;Grillo;Casa di Grazia;2013
1022;Italy;88;18;1.5;27.0;Sicily & Sardinia;Sicilia;;Cusumano 2013 Cubia Tenuta Ficuzza Insolia (Sicilia);2013;Insolia;Cusumano;2013
1035;Italy;88;8;1.5;12.0;Sicily & Sardinia;Terre Siciliane;;Viticultori Associati Canicatti 2012 Aquilae Nero d'Avola (Terre Siciliane);2012;Nero d'Avola;Viticultori Associati Canicatti;2012
1036;Italy;88;18;1.5;28.0;Sicily & Sardinia;Etna;;Vivera 2010 Salisire Bianco  (Etna);2010;Carricante;Vivera;2010
1044;Italy;85;12;1.4;17.0;Northeastern Italy;Isonzo del Friuli;;Tenuta Luisa 2007 Rive Alte Pinot Grigio (Isonzo del Friuli);2007;Pinot Grigio;Tenuta Luisa;2007
1046;Italy;85;20;1.4;28.0;Northeastern Italy;Colli Orientali del Friuli;;I Clivi 2004 Bianco degli Arzillari White (Colli Orientali del Friuli);2004;White Blend;I Clivi;2004
1054;Italy;85;13;1.4;19.0;Northeastern Italy;Colli Orientali del Friuli;;Vinai dell'Abbate 2006 Ribolla Gialla (Colli Orientali del Friuli);2006;Ribolla Gialla;Vinai dell'Abbate;2006
1059;Italy;85;7;1.4;10.0;Northeastern Italy;Delle Venezie;;Calatrasi 2006 La Piazza Pinot Grigio (Delle Venezie);2006;Pinot Grigio;Calatrasi;2006
1062;Italy;85;7;1.4;10.0;Northeastern Italy;Colli Orientali del Friuli;;Colutta 2007 Friulano (Colli Orientali del Friuli);2007;Friulano;Colutta;2007
1064;Italy;85;7;1.4;10.0;Sicily & Sardinia;Sicilia;;Principe di Corleone 2004 Evoè Red (Sicilia);2004;Red Blend;Principe di Corleone;2004
1161;Italy;86;11;1.5;17.0;Veneto;Prosecco del Veneto;;Bisol NV Desiderio Jeio Brut  (Prosecco del Veneto);;Prosecco;Bisol;
1162;Italy;86;10;1.5;15.0;Veneto;Prosecco di Conegliano;;Carmina NV Extra Dry  (Prosecco di Conegliano);;Prosecco;Carmina;
1163;Italy;86;13;1.5;20.0;Veneto;Prosecco di Conegliano;;Carpenè Malvolti NV Cuvée Oro Dry  (Prosecco di Conegliano);;Prosecco;Carpenè Malvolti;
1164;Italy;86;12;1.5;19.0;Veneto;Prosecco di Valdobbiadene;;Col Saliz NV Servo Suo Dry Vendemmia Tardiva  (Prosecco di Valdobbiadene);;Prosecco;Col Saliz;
1167;Italy;86;8;1.5;13.0;Veneto;Prosecco del Veneto;;Zonin NV Special Cuvée Brut  (Prosecco del Veneto);;Prosecco;Zonin;
1169;Italy;86;8;1.5;13.0;Veneto;Prosecco del Veneto;;Toffoli 2007 Millesimato Extra Brut  (Prosecco del Veneto);2007;Prosecco;Toffoli;2007
1176;Italy;86;12;1.5;18.0;Veneto;Prosecco di Valdobbiadene;;Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene);;Prosecco;Spagnol;
1181;Italy;88;33;1.5;50.0;Piedmont;Barbaresco;;Bel Colle 2013 Montersino  (Barbaresco);2013;Nebbiolo;Bel Colle;2013
1183;Italy;88;32;1.5;49.0;Piedmont;Barolo;;Boasso 2012 Margheria  (Barolo);2012;Nebbiolo;Boasso;2012
1184;Italy;88;33;1.5;50.0;Piedmont;Barolo;;Broccardo 2012 I Tre Pais  (Barolo);2012;Nebbiolo;Broccardo;2012
1197;Italy;87;60;1.5;90.0;Piedmont;Barbaresco;;Battaglio 2013 Serragrilli  (Barbaresco);2013;Nebbiolo;Battaglio;2013
1205;Italy;87;50;1.5;75.0;Piedmont;Barolo;;Cascina Chicco 2012 Rocche di Castelletto  (Barolo);2012;Nebbiolo;Cascina Chicco;2012
1237;Italy;88;10;1.5;16.0;Tuscany;Chianti Classico;;Agricoltori del Chianti Geografico 2007 Geografico  (Chianti Classico);2007;Sangiovese;Agricoltori del Chianti Geografico;2007
1239;Italy;88;23;1.5;35.0;Tuscany;Chianti Classico;;Castellare di Castellina 2005 Riserva  (Chianti Classico);2005;Sangiovese;Castellare di Castellina;2005
1250;Italy;88;6;1.5;10.0;Tuscany;Chianti Classico;;Lamole di Lamole 2005 Riserva  (Chianti Classico);2005;Sangiovese;Lamole di Lamole;2005
1258;Italy;88;60;1.5;90.0;Tuscany;Brunello di Montalcino;;Caparzo 2004 Vigna La Casa  (Brunello di Montalcino);2004;Sangiovese Grosso;Caparzo;2004
